<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2004.04.27	04:00:00	1.30770	1.31130	1.30730	1.30930	1696	0	50
2004.04.27	08:00:00	1.30930	1.30950	1.30060	1.30130	2224	0	50
2004.04.27	12:00:00	1.30140	1.30550	1.29950	1.30370	2352	0	50
2004.04.27	16:00:00	1.30360	1.30580	1.29550	1.29940	2405	0	50
2004.04.27	20:00:00	1.29960	1.29990	1.29550	1.29850	1643	0	50
2004.04.28	00:00:00	1.29850	1.30010	1.29610	1.29960	1666	0	50
2004.04.28	04:00:00	1.29950	1.30080	1.29510	1.29990	1992	0	50
2004.04.28	08:00:00	1.30000	1.30350	1.29700	1.29940	2165	0	50
2004.04.28	12:00:00	1.29930	1.30500	1.29850	1.30340	2335	0	50
2004.04.28	16:00:00	1.30350	1.31050	1.30280	1.30790	2787	0	50
2004.04.28	20:00:00	1.30840	1.31030	1.30530	1.30570	2366	0	50
2004.04.29	00:00:00	1.30620	1.30950	1.30570	1.30750	2231	0	50
2004.04.29	04:00:00	1.30760	1.30920	1.30530	1.30860	2308	0	50
2004.04.29	08:00:00	1.30870	1.31040	1.30590	1.30770	2578	0	50
2004.04.29	12:00:00	1.30730	1.31000	1.29060	1.29350	2950	0	50
2004.04.29	16:00:00	1.29320	1.29740	1.28950	1.29510	2890	0	50
2004.04.29	20:00:00	1.29500	1.29610	1.28870	1.29250	2365	0	50
2004.04.30	00:00:00	1.29190	1.29350	1.28980	1.29010	2312	0	50
2004.04.30	04:00:00	1.29040	1.29260	1.28820	1.29150	2351	0	50
2004.04.30	08:00:00	1.29190	1.30160	1.28970	1.29950	2826	0	50
2004.04.30	12:00:00	1.29960	1.30090	1.29220	1.29450	3068	0	50
2004.04.30	16:00:00	1.29410	1.29960	1.29180	1.29620	2870	0	50
2004.04.30	20:00:00	1.29610	1.29690	1.29370	1.29600	1920	0	50
2004.05.03	00:00:00	1.29460	1.29860	1.29320	1.29720	2196	0	50
2004.05.03	04:00:00	1.29770	1.29900	1.29480	1.29630	2142	0	50
2004.05.03	08:00:00	1.29570	1.30070	1.29520	1.29760	2432	0	50
2004.05.03	12:00:00	1.29780	1.30120	1.29730	1.30010	2400	0	50
2004.05.03	16:00:00	1.30020	1.30350	1.29560	1.30150	2519	0	50
2004.05.03	20:00:00	1.30120	1.30320	1.29980	1.30120	2336	0	50
2004.05.04	00:00:00	1.30090	1.30310	1.29830	1.29910	2095	0	50
2004.05.04	04:00:00	1.29920	1.30160	1.29820	1.29990	2383	0	50
2004.05.04	08:00:00	1.30030	1.30090	1.28560	1.28710	2662	0	50
2004.05.04	12:00:00	1.28700	1.28840	1.28030	1.28130	2725	0	50
2004.05.04	16:00:00	1.28110	1.28610	1.27920	1.28450	2571	0	50
2004.05.04	20:00:00	1.28460	1.28720	1.27990	1.28120	2964	0	50
2004.05.05	00:00:00	1.28120	1.28210	1.27590	1.27730	2427	0	50
2004.05.05	04:00:00	1.27780	1.28130	1.27720	1.27860	2318	0	50
2004.05.05	08:00:00	1.27870	1.28020	1.26930	1.27300	2675	0	50
2004.05.05	12:00:00	1.27330	1.27830	1.27160	1.27540	2999	0	50
2004.05.05	16:00:00	1.27540	1.27880	1.27350	1.27510	2789	0	50
2004.05.05	20:00:00	1.27510	1.27610	1.27370	1.27540	2292	0	50
2004.05.06	00:00:00	1.27540	1.27750	1.27400	1.27670	2369	0	50
2004.05.06	04:00:00	1.27640	1.27770	1.27400	1.27510	2221	0	50
2004.05.06	08:00:00	1.27530	1.27860	1.27350	1.27820	2635	0	50
2004.05.06	12:00:00	1.27830	1.28480	1.27660	1.28390	2989	0	50
2004.05.06	16:00:00	1.28390	1.28670	1.28210	1.28360	2645	0	50
2004.05.06	20:00:00	1.28310	1.28580	1.28210	1.28370	2426	0	50
2004.05.07	00:00:00	1.28560	1.28730	1.28340	1.28660	2041	0	50
2004.05.07	04:00:00	1.28720	1.28930	1.28520	1.28690	2501	0	50
2004.05.07	08:00:00	1.28700	1.28920	1.28370	1.28420	2641	0	50
2004.05.07	12:00:00	1.28440	1.29710	1.27640	1.29620	3251	0	50
2004.05.07	16:00:00	1.29680	1.30360	1.29500	1.30170	2982	0	50
2004.05.07	20:00:00	1.30160	1.30270	1.29960	1.30180	1978	0	50
2004.05.10	00:00:00	1.30190	1.30620	1.30020	1.30380	2469	0	50
2004.05.10	04:00:00	1.30390	1.30790	1.30310	1.30510	2726	0	50
2004.05.10	08:00:00	1.30500	1.30640	1.29890	1.30380	2818	0	50
2004.05.10	12:00:00	1.30400	1.30580	1.30090	1.30430	2769	0	50
2004.05.10	16:00:00	1.30360	1.30510	1.29800	1.29880	2709	0	50
2004.05.10	20:00:00	1.29850	1.30160	1.29670	1.30110	2235	0	50
2004.05.11	00:00:00	1.30150	1.30150	1.29670	1.29860	2470	0	50
2004.05.11	04:00:00	1.29810	1.30020	1.29690	1.29890	2367	0	50
2004.05.11	08:00:00	1.29890	1.30560	1.29630	1.30240	2418	0	50
2004.05.11	12:00:00	1.30230	1.30900	1.30160	1.30530	2511	0	50
2004.05.11	16:00:00	1.30570	1.30680	1.29620	1.29630	2673	0	50
2004.05.11	20:00:00	1.29620	1.29840	1.29540	1.29730	2094	0	50
2004.05.12	00:00:00	1.29750	1.30140	1.29450	1.29820	2416	0	50
2004.05.12	04:00:00	1.29850	1.29960	1.29530	1.29700	2532	0	50
2004.05.12	08:00:00	1.29750	1.29990	1.29450	1.29860	2707	0	50
2004.05.12	12:00:00	1.29880	1.30140	1.28920	1.29010	2855	0	50
2004.05.12	16:00:00	1.28970	1.29510	1.28760	1.29040	2700	0	50
2004.05.12	20:00:00	1.29010	1.29590	1.28930	1.29350	2439	0	50
2004.05.13	00:00:00	1.29440	1.29480	1.28930	1.29070	2417	0	50
2004.05.13	04:00:00	1.29110	1.29580	1.28960	1.29540	2603	0	50
2004.05.13	08:00:00	1.29550	1.30150	1.29360	1.30100	2906	0	50
2004.05.13	12:00:00	1.30120	1.30260	1.29700	1.29960	2824	0	50
2004.05.13	16:00:00	1.29980	1.30920	1.29770	1.30380	3028	0	50
2004.05.13	20:00:00	1.30410	1.30410	1.30100	1.30310	2346	0	50
2004.05.14	00:00:00	1.30360	1.30590	1.30110	1.30240	2597	0	50
2004.05.14	04:00:00	1.30240	1.30440	1.30080	1.30190	2435	0	50
2004.05.14	08:00:00	1.30140	1.30670	1.29930	1.30520	2825	0	50
2004.05.14	12:00:00	1.30530	1.30710	1.29310	1.29480	3153	0	50
2004.05.14	16:00:00	1.29510	1.30050	1.29400	1.29530	2746	0	50
2004.05.14	20:00:00	1.29540	1.29700	1.29430	1.29600	1831	0	50
2004.05.17	00:00:00	1.29590	1.29730	1.29090	1.29190	2290	0	50
2004.05.17	04:00:00	1.29200	1.29290	1.28340	1.28610	2762	0	50
2004.05.17	08:00:00	1.28660	1.28730	1.26920	1.27510	2690	0	50
2004.05.17	12:00:00	1.27540	1.27930	1.27160	1.27310	2771	0	50
2004.05.17	16:00:00	1.27330	1.28280	1.27160	1.27900	2855	0	50
2004.05.17	20:00:00	1.27870	1.27940	1.27470	1.27550	2307	0	50
2004.05.18	00:00:00	1.27540	1.28300	1.27370	1.28190	2564	0	50
2004.05.18	04:00:00	1.28210	1.28350	1.27730	1.28000	2768	0	50
2004.05.18	08:00:00	1.28010	1.28370	1.27650	1.28020	2948	0	50
2004.05.18	12:00:00	1.28010	1.28450	1.27720	1.28060	2857	0	50
2004.05.18	16:00:00	1.28060	1.28550	1.28020	1.28220	2687	0	50
2004.05.18	20:00:00	1.28200	1.28530	1.28140	1.28380	2279	0	50
2004.05.19	00:00:00	1.28380	1.28510	1.28120	1.28350	2430	0	50
2004.05.19	04:00:00	1.28350	1.28460	1.28070	1.28190	2381	0	50
2004.05.19	08:00:00	1.28200	1.28490	1.27620	1.28260	2994	0	50
2004.05.19	12:00:00	1.28240	1.28570	1.27710	1.27910	2777	0	50
2004.05.19	16:00:00	1.27920	1.28080	1.27490	1.27860	2723	0	50
2004.05.19	20:00:00	1.27880	1.27990	1.27650	1.27680	2100	0	50
2004.05.20	00:00:00	1.27730	1.28130	1.27660	1.28050	2189	0	50
2004.05.20	04:00:00	1.28020	1.28660	1.28000	1.28400	2731	0	50
2004.05.20	08:00:00	1.28380	1.29190	1.28380	1.28800	2966	0	50
2004.05.20	12:00:00	1.28830	1.29060	1.28470	1.28620	2670	0	50
2004.05.20	16:00:00	1.28620	1.29230	1.28490	1.29070	3073	0	50
2004.05.20	20:00:00	1.29060	1.29120	1.28420	1.28470	2380	0	50
2004.05.21	00:00:00	1.28520	1.28720	1.28360	1.28510	2266	0	50
2004.05.21	04:00:00	1.28470	1.28610	1.27830	1.28010	2483	0	50
2004.05.21	08:00:00	1.28020	1.28070	1.27160	1.27450	2836	0	50
2004.05.21	12:00:00	1.27500	1.27840	1.27220	1.27660	2859	0	50
2004.05.21	16:00:00	1.27650	1.28190	1.27510	1.27860	2609	0	50
2004.05.21	20:00:00	1.27820	1.28380	1.27710	1.28370	2084	0	50
2004.05.24	00:00:00	1.28180	1.28580	1.27990	1.28460	2416	0	50
2004.05.24	04:00:00	1.28420	1.28650	1.28270	1.28380	2450	0	50
2004.05.24	08:00:00	1.28380	1.28760	1.28240	1.28490	2558	0	50
2004.05.24	12:00:00	1.28540	1.28640	1.28230	1.28380	2503	0	50
2004.05.24	16:00:00	1.28380	1.28650	1.27610	1.27770	2579	0	50
2004.05.24	20:00:00	1.27780	1.28000	1.27610	1.27900	2261	0	50
2004.05.25	00:00:00	1.27840	1.28130	1.27750	1.27790	2246	0	50
2004.05.25	04:00:00	1.27770	1.27910	1.27550	1.27620	2483	0	50
2004.05.25	08:00:00	1.27620	1.27750	1.27070	1.27390	2751	0	50
2004.05.25	12:00:00	1.27420	1.27610	1.26670	1.26810	2900	0	50
2004.05.25	16:00:00	1.26770	1.27190	1.26620	1.26880	2572	0	50
2004.05.25	20:00:00	1.26880	1.27370	1.26810	1.27250	2407	0	50
2004.05.26	00:00:00	1.27220	1.27400	1.27080	1.27210	2420	0	50
2004.05.26	04:00:00	1.27200	1.27430	1.27100	1.27200	2434	0	50
2004.05.26	08:00:00	1.27210	1.27290	1.26510	1.26710	2590	0	50
2004.05.26	12:00:00	1.26750	1.27260	1.26620	1.27080	2692	0	50
2004.05.26	16:00:00	1.27080	1.27460	1.26870	1.27040	2684	0	50
2004.05.26	20:00:00	1.27050	1.27340	1.26960	1.27110	2362	0	50
2004.05.27	00:00:00	1.27130	1.27410	1.26820	1.26900	2353	0	50
2004.05.27	04:00:00	1.26890	1.27040	1.26480	1.26540	2483	0	50
2004.05.27	08:00:00	1.26580	1.26760	1.26310	1.26380	2497	0	50
2004.05.27	12:00:00	1.26460	1.26500	1.25070	1.25310	2783	0	50
2004.05.27	16:00:00	1.25310	1.25490	1.24350	1.24620	2714	0	50
2004.05.27	20:00:00	1.24650	1.24720	1.24330	1.24520	2377	0	50
2004.05.28	00:00:00	1.24500	1.24670	1.24340	1.24560	2408	0	50
2004.05.28	04:00:00	1.24550	1.24680	1.24280	1.24370	2437	0	50
2004.05.28	08:00:00	1.24470	1.25030	1.24270	1.24880	2575	0	50
2004.05.28	12:00:00	1.24860	1.25290	1.24710	1.24990	2563	0	50
2004.05.28	16:00:00	1.24980	1.25570	1.24940	1.25340	2789	0	50
2004.05.28	20:00:00	1.25350	1.25440	1.25090	1.25250	1784	0	50
2004.05.31	00:00:00	1.24910	1.25520	1.24860	1.25430	2283	0	50
2004.05.31	04:00:00	1.25460	1.25550	1.25120	1.25200	2427	0	50
2004.05.31	08:00:00	1.25250	1.25380	1.24950	1.25250	2347	0	50
2004.05.31	12:00:00	1.25230	1.25440	1.24950	1.25130	2441	0	50
2004.05.31	16:00:00	1.25190	1.25560	1.25060	1.25430	2189	0	50
2004.05.31	20:00:00	1.25370	1.25520	1.25280	1.25430	1798	0	50
2004.06.01	00:00:00	1.25390	1.25750	1.25140	1.25530	2511	0	50
2004.06.01	04:00:00	1.25520	1.25670	1.25090	1.25170	2417	0	50
2004.06.01	08:00:00	1.25160	1.25220	1.24530	1.24550	2756	0	50
2004.06.01	12:00:00	1.24550	1.25340	1.24520	1.25280	2620	0	50
2004.06.01	16:00:00	1.25310	1.25670	1.24530	1.24770	2657	0	50
2004.06.01	20:00:00	1.24810	1.24950	1.24540	1.24690	2461	0	50
2004.06.02	00:00:00	1.24680	1.24880	1.24570	1.24700	2195	0	50
2004.06.02	04:00:00	1.24680	1.24810	1.24360	1.24420	2444	0	50
2004.06.02	08:00:00	1.24400	1.24580	1.24190	1.24490	2580	0	50
2004.06.02	12:00:00	1.24490	1.24570	1.24210	1.24350	2624	0	50
2004.06.02	16:00:00	1.24420	1.25180	1.24070	1.25130	2732	0	50
2004.06.02	20:00:00	1.25180	1.25180	1.24800	1.25040	2160	0	50
2004.06.03	00:00:00	1.25040	1.25300	1.24880	1.25220	2298	0	50
2004.06.03	04:00:00	1.25280	1.25410	1.24980	1.25170	2482	0	50
2004.06.03	08:00:00	1.25190	1.25270	1.24790	1.24970	2611	0	50
2004.06.03	12:00:00	1.24960	1.25160	1.24580	1.24930	2740	0	50
2004.06.03	16:00:00	1.24930	1.25390	1.24530	1.25120	2611	0	50
2004.06.03	20:00:00	1.25120	1.25270	1.24950	1.25080	2135	0	50
2004.06.04	00:00:00	1.25030	1.25190	1.24890	1.25010	2154	0	50
2004.06.04	04:00:00	1.25020	1.25180	1.24930	1.25090	2143	0	50
2004.06.04	08:00:00	1.25140	1.25480	1.25050	1.25140	2423	0	50
2004.06.04	12:00:00	1.25160	1.25790	1.24250	1.24810	3257	0	50
2004.06.04	16:00:00	1.24770	1.24850	1.23880	1.24000	2735	0	50
2004.06.04	20:00:00	1.24040	1.24080	1.23740	1.24000	1772	0	50
2004.06.07	00:00:00	1.23780	1.23920	1.23390	1.23710	2201	0	50
2004.06.07	04:00:00	1.23690	1.23740	1.23510	1.23700	2199	0	50
2004.06.07	08:00:00	1.23680	1.23870	1.23550	1.23640	2818	0	50
2004.06.07	12:00:00	1.23670	1.23860	1.23530	1.23690	2331	0	50
2004.06.07	16:00:00	1.23660	1.24060	1.23470	1.23620	2520	0	50
2004.06.07	20:00:00	1.23650	1.23840	1.23560	1.23670	2159	0	50
2004.06.08	00:00:00	1.23660	1.24130	1.23580	1.24020	2223	0	50
2004.06.08	04:00:00	1.24040	1.24130	1.23580	1.23600	2190	0	50
2004.06.08	08:00:00	1.23610	1.23680	1.23170	1.23390	2471	0	50
2004.06.08	12:00:00	1.23380	1.24220	1.23310	1.24150	2643	0	50
2004.06.08	16:00:00	1.24140	1.24310	1.23660	1.23860	2549	0	50
2004.06.08	20:00:00	1.23890	1.23920	1.23700	1.23890	2109	0	50
2004.06.09	00:00:00	1.23860	1.24100	1.23680	1.24000	2440	0	50
2004.06.09	04:00:00	1.24010	1.24200	1.23870	1.24090	2688	0	50
2004.06.09	08:00:00	1.24110	1.24440	1.23840	1.24350	2626	0	50
2004.06.09	12:00:00	1.24330	1.25120	1.24290	1.24860	2809	0	50
2004.06.09	16:00:00	1.24910	1.25550	1.24760	1.25470	2807	0	50
2004.06.09	20:00:00	1.25470	1.25710	1.25300	1.25650	2407	0	50
2004.06.10	00:00:00	1.25710	1.25790	1.25430	1.25600	2509	0	50
2004.06.10	04:00:00	1.25620	1.25680	1.25330	1.25400	2413	0	50
2004.06.10	08:00:00	1.25390	1.25690	1.25320	1.25540	2589	0	50
2004.06.10	12:00:00	1.25500	1.25820	1.24830	1.25130	2872	0	50
2004.06.10	16:00:00	1.25080	1.25190	1.24280	1.24500	2805	0	50
2004.06.10	20:00:00	1.24510	1.24650	1.24340	1.24440	2388	0	50
2004.06.11	00:00:00	1.24470	1.25220	1.24420	1.25120	2503	0	50
2004.06.11	04:00:00	1.25100	1.25550	1.24880	1.25330	2671	0	50
2004.06.11	08:00:00	1.25310	1.26020	1.25220	1.25570	2754	0	50
2004.06.11	12:00:00	1.25570	1.26210	1.25410	1.25880	2686	0	50
2004.06.11	16:00:00	1.25890	1.26090	1.25720	1.25900	2530	0	50
2004.06.11	20:00:00	1.25880	1.26080	1.25830	1.26030	1450	0	50
2004.06.14	00:00:00	1.26310	1.26470	1.25980	1.26320	2492	0	50
2004.06.14	04:00:00	1.26280	1.26440	1.26050	1.26330	2477	0	50
2004.06.14	08:00:00	1.26320	1.26680	1.25970	1.26050	2515	0	50
2004.06.14	12:00:00	1.26090	1.26420	1.25460	1.25620	2718	0	50
2004.06.14	16:00:00	1.25670	1.25860	1.25470	1.25740	2541	0	50
2004.06.14	20:00:00	1.25700	1.25950	1.25400	1.25530	2396	0	50
2004.06.15	00:00:00	1.25560	1.25670	1.25020	1.25320	2558	0	50
2004.06.15	04:00:00	1.25330	1.25670	1.25280	1.25500	2372	0	50
2004.06.15	08:00:00	1.25500	1.26300	1.25500	1.26110	2544	0	50
2004.06.15	12:00:00	1.26160	1.26270	1.25310	1.25530	2949	0	50
2004.06.15	16:00:00	1.25520	1.25840	1.24820	1.24980	2772	0	50
2004.06.15	20:00:00	1.24980	1.25160	1.24710	1.24900	2309	0	50
2004.06.16	00:00:00	1.24950	1.25110	1.24760	1.24860	2359	0	50
2004.06.16	04:00:00	1.24860	1.25080	1.24820	1.24950	2478	0	50
2004.06.16	08:00:00	1.24930	1.26400	1.24810	1.26160	2818	0	50
2004.06.16	12:00:00	1.26210	1.26560	1.26080	1.26270	2817	0	50
2004.06.16	16:00:00	1.26330	1.27090	1.26200	1.26740	2744	0	50
2004.06.16	20:00:00	1.26650	1.26950	1.26610	1.26710	2232	0	50
2004.06.17	00:00:00	1.26770	1.26890	1.26610	1.26800	2280	0	50
2004.06.17	04:00:00	1.26850	1.26900	1.26570	1.26670	2441	0	50
2004.06.17	08:00:00	1.26650	1.26810	1.25500	1.25830	3200	0	50
2004.06.17	12:00:00	1.25830	1.26140	1.25540	1.25820	2894	0	50
2004.06.17	16:00:00	1.25780	1.26050	1.25100	1.25210	2782	0	50
2004.06.17	20:00:00	1.25280	1.25410	1.24960	1.25330	2452	0	50
2004.06.18	00:00:00	1.25280	1.25690	1.25230	1.25540	2400	0	50
2004.06.18	04:00:00	1.25550	1.26090	1.25460	1.25890	2691	0	50
2004.06.18	08:00:00	1.25910	1.26320	1.25670	1.25810	2688	0	50
2004.06.18	12:00:00	1.25820	1.25930	1.24520	1.24600	2766	0	50
2004.06.18	16:00:00	1.24560	1.24640	1.24170	1.24460	2820	0	50
2004.06.18	20:00:00	1.24430	1.24610	1.24250	1.24510	2036	0	50
2004.06.21	00:00:00	1.24380	1.24610	1.24200	1.24440	2438	0	50
2004.06.21	04:00:00	1.24430	1.24670	1.24300	1.24460	2348	0	50
2004.06.21	08:00:00	1.24520	1.24940	1.24370	1.24740	2646	0	50
2004.06.21	12:00:00	1.24750	1.25010	1.24410	1.24850	2605	0	50
2004.06.21	16:00:00	1.24880	1.24970	1.24590	1.24680	2454	0	50
2004.06.21	20:00:00	1.24680	1.24780	1.24500	1.24640	1989	0	50
2004.06.22	00:00:00	1.24570	1.24730	1.24510	1.24550	2303	0	50
2004.06.22	04:00:00	1.24550	1.24980	1.24500	1.24930	2260	0	50
2004.06.22	08:00:00	1.24950	1.25330	1.24850	1.25290	2705	0	50
2004.06.22	12:00:00	1.25320	1.25460	1.24930	1.25170	2552	0	50
2004.06.22	16:00:00	1.25160	1.25310	1.24790	1.25140	2593	0	50
2004.06.22	20:00:00	1.25180	1.25300	1.24820	1.24940	2203	0	50
2004.06.23	00:00:00	1.24900	1.24990	1.24660	1.24750	2160	0	50
2004.06.23	04:00:00	1.24760	1.24860	1.24370	1.24430	2385	0	50
2004.06.23	08:00:00	1.24430	1.25400	1.24290	1.25200	2769	0	50
2004.06.23	12:00:00	1.25210	1.25780	1.25160	1.25450	2690	0	50
2004.06.23	16:00:00	1.25400	1.25630	1.25220	1.25350	2611	0	50
2004.06.23	20:00:00	1.25370	1.25480	1.25250	1.25350	1988	0	50
2004.06.24	00:00:00	1.25350	1.25770	1.25290	1.25500	2437	0	50
2004.06.24	04:00:00	1.25510	1.25730	1.25320	1.25520	2476	0	50
2004.06.24	08:00:00	1.25510	1.25720	1.24450	1.24660	2637	0	50
2004.06.24	12:00:00	1.24660	1.25020	1.23970	1.24000	2970	0	50
2004.06.24	16:00:00	1.24000	1.24450	1.23860	1.24320	2538	0	50
2004.06.24	20:00:00	1.24290	1.24610	1.24180	1.24460	2415	0	50
2004.06.25	00:00:00	1.24460	1.24790	1.24260	1.24540	2485	0	50
2004.06.25	04:00:00	1.24670	1.24780	1.24380	1.24440	2538	0	50
2004.06.25	08:00:00	1.24440	1.25320	1.24430	1.24890	2708	0	50
2004.06.25	12:00:00	1.24870	1.25050	1.24510	1.24970	2596	0	50
2004.06.25	16:00:00	1.24990	1.25340	1.24760	1.25170	2468	0	50
2004.06.25	20:00:00	1.25150	1.25210	1.24640	1.24720	1925	0	50
2004.06.28	00:00:00	1.24710	1.25050	1.24660	1.24910	2314	0	50
2004.06.28	04:00:00	1.24900	1.25340	1.24830	1.25200	2343	0	50
2004.06.28	08:00:00	1.25240	1.25570	1.24940	1.25110	2457	0	50
2004.06.28	12:00:00	1.25150	1.25250	1.24330	1.24580	2595	0	50
2004.06.28	16:00:00	1.24570	1.25210	1.24430	1.25030	2491	0	50
2004.06.28	20:00:00	1.25030	1.25110	1.24730	1.24970	1916	0	50
2004.06.29	00:00:00	1.24940	1.25120	1.24750	1.24950	2275	0	50
2004.06.29	04:00:00	1.24990	1.25210	1.24880	1.25170	2171	0	50
2004.06.29	08:00:00	1.25200	1.26010	1.25100	1.25540	2670	0	50
2004.06.29	12:00:00	1.25550	1.25940	1.25370	1.25760	2650	0	50
2004.06.29	16:00:00	1.25800	1.26410	1.25720	1.26160	2683	0	50
2004.06.29	20:00:00	1.26150	1.26790	1.26130	1.26600	2115	0	50
2004.06.30	00:00:00	1.26620	1.26770	1.26260	1.26310	2461	0	50
2004.06.30	04:00:00	1.26270	1.26680	1.26240	1.26570	2383	0	50
2004.06.30	08:00:00	1.26610	1.26650	1.25720	1.25730	2740	0	50
2004.06.30	12:00:00	1.25760	1.25810	1.25020	1.25210	2642	0	50
2004.06.30	16:00:00	1.25190	1.25480	1.24960	1.25340	2555	0	50
2004.06.30	20:00:00	1.25350	1.25420	1.24800	1.25000	3016	0	50
2004.07.01	00:00:00	1.25080	1.25210	1.24820	1.25070	2572	0	50
2004.07.01	04:00:00	1.25070	1.25370	1.25000	1.25110	2329	0	50
2004.07.01	08:00:00	1.25120	1.25710	1.25060	1.25140	2576	0	50
2004.07.01	12:00:00	1.25170	1.25420	1.24950	1.25210	2610	0	50
2004.07.01	16:00:00	1.25170	1.25440	1.24730	1.24840	2643	0	50
2004.07.01	20:00:00	1.24840	1.25090	1.24730	1.24990	2156	0	50
2004.07.02	00:00:00	1.25020	1.25140	1.24770	1.24980	2140	0	50
2004.07.02	04:00:00	1.25000	1.25120	1.24610	1.24880	2312	0	50
2004.07.02	08:00:00	1.24890	1.25230	1.24730	1.25050	2445	0	50
2004.07.02	12:00:00	1.25060	1.25260	1.23060	1.23150	2955	0	50
2004.07.02	16:00:00	1.23200	1.23530	1.22960	1.23140	2641	0	50
2004.07.02	20:00:00	1.23130	1.23440	1.23100	1.23370	1682	0	50
2004.07.05	00:00:00	1.22840	1.23240	1.22680	1.23080	2337	0	50
2004.07.05	04:00:00	1.23130	1.23350	1.23030	1.23250	1900	0	50
2004.07.05	08:00:00	1.23200	1.23640	1.23170	1.23560	2334	0	50
2004.07.05	12:00:00	1.23660	1.23710	1.23450	1.23580	2273	0	50
2004.07.05	16:00:00	1.23570	1.23820	1.23510	1.23690	2340	0	50
2004.07.05	20:00:00	1.23640	1.23750	1.23520	1.23620	1776	0	50
2004.07.06	00:00:00	1.23640	1.23720	1.23280	1.23640	2170	0	50
2004.07.06	04:00:00	1.23630	1.23720	1.23280	1.23310	2275	0	50
2004.07.06	08:00:00	1.23310	1.23850	1.23250	1.23770	2556	0	50
2004.07.06	12:00:00	1.23780	1.23930	1.23080	1.23280	2593	0	50
2004.07.06	16:00:00	1.23280	1.23770	1.23130	1.23490	2436	0	50
2004.07.06	20:00:00	1.23470	1.23750	1.23350	1.23630	2012	0	50
2004.07.07	00:00:00	1.23640	1.23760	1.23380	1.23500	2201	0	50
2004.07.07	04:00:00	1.23510	1.23570	1.22820	1.22900	2360	0	50
2004.07.07	08:00:00	1.22930	1.23130	1.22700	1.22800	2426	0	50
2004.07.07	12:00:00	1.22770	1.22990	1.22700	1.22870	2349	0	50
2004.07.07	16:00:00	1.22830	1.22960	1.22530	1.22700	2388	0	50
2004.07.07	20:00:00	1.22740	1.22870	1.22580	1.22700	1918	0	50
2004.07.08	00:00:00	1.22700	1.22870	1.22560	1.22850	1905	0	50
2004.07.08	04:00:00	1.22810	1.23010	1.22630	1.22750	1956	0	50
2004.07.08	08:00:00	1.22740	1.23130	1.22710	1.22990	2494	0	50
2004.07.08	12:00:00	1.23010	1.23100	1.22600	1.22710	2490	0	50
2004.07.08	16:00:00	1.22710	1.22740	1.22300	1.22510	2399	0	50
2004.07.08	20:00:00	1.22520	1.22620	1.22350	1.22540	1963	0	50
2004.07.09	00:00:00	1.22510	1.22560	1.22190	1.22310	2109	0	50
2004.07.09	04:00:00	1.22340	1.22450	1.22150	1.22350	2114	0	50
2004.07.09	08:00:00	1.22320	1.22970	1.22210	1.22730	2514	0	50
2004.07.09	12:00:00	1.22770	1.22820	1.22390	1.22670	2441	0	50
2004.07.09	16:00:00	1.22640	1.22800	1.22350	1.22440	2388	0	50
2004.07.09	20:00:00	1.22430	1.22510	1.22230	1.22390	1817	0	50
2004.07.12	00:00:00	1.22330	1.22600	1.22200	1.22510	1959	0	50
2004.07.12	04:00:00	1.22510	1.22600	1.22340	1.22540	1985	0	50
2004.07.12	08:00:00	1.22490	1.22540	1.22050	1.22250	2422	0	50
2004.07.12	12:00:00	1.22240	1.22660	1.22120	1.22600	2375	0	50
2004.07.12	16:00:00	1.22580	1.22650	1.22260	1.22500	2209	0	50
2004.07.12	20:00:00	1.22470	1.22610	1.22410	1.22550	1997	0	50
2004.07.13	00:00:00	1.22510	1.23020	1.22430	1.22940	2032	0	50
2004.07.13	04:00:00	1.22970	1.23440	1.22870	1.23290	2437	0	50
2004.07.13	08:00:00	1.23260	1.23540	1.22880	1.23010	2483	0	50
2004.07.13	12:00:00	1.23000	1.23770	1.22810	1.23740	2563	0	50
2004.07.13	16:00:00	1.23720	1.23930	1.23560	1.23740	2289	0	50
2004.07.13	20:00:00	1.23710	1.23750	1.23420	1.23540	2026	0	50
2004.07.14	00:00:00	1.23550	1.23750	1.23430	1.23480	1964	0	50
