<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2004.09.20	00:00:00	1.26940	1.27200	1.26930	1.27170	1061	0	50
2004.09.20	04:00:00	1.27120	1.27250	1.26990	1.27050	1278	0	50
2004.09.20	08:00:00	1.27080	1.27330	1.27020	1.27230	1742	0	50
2004.09.20	12:00:00	1.27240	1.27800	1.27170	1.27630	2019	0	50
2004.09.20	16:00:00	1.27620	1.27770	1.27190	1.27290	1877	0	50
2004.09.20	20:00:00	1.27280	1.27450	1.27110	1.27210	1473	0	50
2004.09.21	00:00:00	1.27210	1.27330	1.27130	1.27270	1174	0	50
2004.09.21	04:00:00	1.27290	1.27320	1.27200	1.27250	1105	0	50
2004.09.21	08:00:00	1.27280	1.27410	1.26250	1.26370	1918	0	50
2004.09.21	12:00:00	1.26350	1.26400	1.25770	1.25930	1924	0	50
2004.09.21	16:00:00	1.25920	1.26190	1.25720	1.25860	1701	0	50
2004.09.21	20:00:00	1.25870	1.25940	1.25230	1.25440	1515	0	50
2004.09.22	00:00:00	1.25420	1.25560	1.25310	1.25420	1300	0	50
2004.09.22	04:00:00	1.25440	1.25640	1.25370	1.25590	1176	0	50
2004.09.22	08:00:00	1.25580	1.25920	1.25390	1.25560	1916	0	50
2004.09.22	12:00:00	1.25570	1.26560	1.25530	1.26300	2196	0	50
2004.09.22	16:00:00	1.26320	1.26480	1.26030	1.26130	2086	0	50
2004.09.22	20:00:00	1.26130	1.26240	1.25890	1.25950	1808	0	50
2004.09.23	00:00:00	1.25940	1.26040	1.25870	1.25960	1131	0	50
2004.09.23	04:00:00	1.25970	1.26020	1.25840	1.25980	1150	0	50
2004.09.23	08:00:00	1.25980	1.26120	1.25530	1.25600	1918	0	50
2004.09.23	12:00:00	1.25600	1.25740	1.25410	1.25630	2214	0	50
2004.09.23	16:00:00	1.25620	1.25980	1.25400	1.25560	2340	0	50
2004.09.23	20:00:00	1.25540	1.26290	1.25510	1.26090	1936	0	50
2004.09.24	00:00:00	1.26100	1.26240	1.25940	1.26170	1267	0	50
2004.09.24	04:00:00	1.26150	1.26160	1.25890	1.25970	1291	0	50
2004.09.24	08:00:00	1.25960	1.26120	1.25620	1.25720	1402	0	50
2004.09.24	12:00:00	1.25720	1.25890	1.25100	1.25760	2395	0	50
2004.09.24	16:00:00	1.25750	1.26550	1.25580	1.26240	2349	0	50
2004.09.24	20:00:00	1.26230	1.26360	1.26000	1.26020	1289	0	50
2004.09.27	00:00:00	1.26050	1.26190	1.25960	1.26030	1172	0	50
2004.09.27	04:00:00	1.26020	1.26200	1.25950	1.26140	1083	0	50
2004.09.27	08:00:00	1.26180	1.26480	1.26080	1.26270	1779	0	50
2004.09.27	12:00:00	1.26260	1.26510	1.26020	1.26090	2005	0	50
2004.09.27	16:00:00	1.26090	1.26210	1.25800	1.26110	1960	0	50
2004.09.27	20:00:00	1.26090	1.26240	1.25960	1.26080	1406	0	50
2004.09.28	00:00:00	1.26090	1.26160	1.25930	1.26140	1310	0	50
2004.09.28	04:00:00	1.26140	1.26310	1.26050	1.26220	1251	0	50
2004.09.28	08:00:00	1.26210	1.26320	1.26010	1.26130	1995	0	50
2004.09.28	12:00:00	1.26130	1.26170	1.25570	1.25750	2068	0	50
2004.09.28	16:00:00	1.25750	1.26210	1.25590	1.26000	2042	0	50
2004.09.28	20:00:00	1.26000	1.26050	1.25850	1.25940	1410	0	50
2004.09.29	00:00:00	1.25920	1.26130	1.25900	1.26020	1141	0	50
2004.09.29	04:00:00	1.26040	1.26110	1.25820	1.25900	1199	0	50
2004.09.29	08:00:00	1.25900	1.26270	1.25790	1.25970	1908	0	50
2004.09.29	12:00:00	1.25970	1.26170	1.25700	1.25830	2009	0	50
2004.09.29	16:00:00	1.25830	1.26430	1.25820	1.26040	1981	0	50
2004.09.29	20:00:00	1.26060	1.26150	1.25850	1.25940	1549	0	50
2004.09.30	00:00:00	1.25930	1.26080	1.25820	1.26050	1231	0	50
2004.09.30	04:00:00	1.26050	1.26090	1.25860	1.25920	1228	0	50
2004.09.30	08:00:00	1.25910	1.26180	1.25850	1.25880	1818	0	50
2004.09.30	12:00:00	1.25880	1.26060	1.24770	1.25000	2301	0	50
2004.09.30	16:00:00	1.25000	1.25180	1.24470	1.24620	2245	0	50
2004.09.30	20:00:00	1.24620	1.24680	1.24450	1.24610	1682	0	50
2004.10.01	00:00:00	1.24600	1.24700	1.24470	1.24640	1084	0	50
2004.10.01	04:00:00	1.24660	1.24770	1.24580	1.24660	1187	0	50
2004.10.01	08:00:00	1.24650	1.25020	1.24560	1.24960	1998	0	50
2004.10.01	12:00:00	1.24960	1.25230	1.24720	1.24830	1974	0	50
2004.10.01	16:00:00	1.24840	1.25130	1.24730	1.25090	1824	0	50
2004.10.01	20:00:00	1.25080	1.25170	1.24910	1.24940	1532	0	50
2004.10.04	00:00:00	1.25120	1.25430	1.24980	1.25420	1112	0	50
2004.10.04	04:00:00	1.25410	1.25540	1.25390	1.25430	1072	0	50
2004.10.04	08:00:00	1.25430	1.25570	1.25220	1.25460	1851	0	50
2004.10.04	12:00:00	1.25460	1.26640	1.25370	1.26440	2149	0	50
2004.10.04	16:00:00	1.26450	1.26820	1.26410	1.26670	1910	0	50
2004.10.04	20:00:00	1.26690	1.26720	1.26370	1.26470	1403	0	50
2004.10.05	00:00:00	1.26460	1.26680	1.26400	1.26550	1417	0	50
2004.10.05	04:00:00	1.26550	1.26650	1.26470	1.26510	1205	0	50
2004.10.05	08:00:00	1.26510	1.26650	1.26280	1.26450	1926	0	50
2004.10.05	12:00:00	1.26420	1.26590	1.26110	1.26290	1873	0	50
2004.10.05	16:00:00	1.26300	1.26510	1.26080	1.26220	2000	0	50
2004.10.05	20:00:00	1.26200	1.26260	1.25990	1.26210	1397	0	50
2004.10.06	00:00:00	1.26180	1.26310	1.26120	1.26210	1015	0	50
2004.10.06	04:00:00	1.26220	1.26290	1.26120	1.26150	1071	0	50
2004.10.06	08:00:00	1.26150	1.26720	1.26100	1.26600	2075	0	50
2004.10.06	12:00:00	1.26600	1.26860	1.26380	1.26480	1904	0	50
2004.10.06	16:00:00	1.26500	1.26610	1.26270	1.26510	1757	0	50
2004.10.06	20:00:00	1.26530	1.26800	1.26380	1.26510	1562	0	50
2004.10.07	00:00:00	1.26520	1.26630	1.26440	1.26580	1309	0	50
2004.10.07	04:00:00	1.26580	1.26620	1.26270	1.26330	1416	0	50
2004.10.07	08:00:00	1.26300	1.26580	1.26150	1.26460	2155	0	50
2004.10.07	12:00:00	1.26460	1.26520	1.26120	1.26270	1930	0	50
2004.10.07	16:00:00	1.26290	1.26560	1.26220	1.26380	1904	0	50
2004.10.07	20:00:00	1.26350	1.26510	1.26260	1.26380	1409	0	50
2004.10.08	00:00:00	1.26380	1.26430	1.26150	1.26320	1259	0	50
2004.10.08	04:00:00	1.26320	1.26350	1.25830	1.25910	1460	0	50
2004.10.08	08:00:00	1.25920	1.26020	1.25630	1.25950	2047	0	50
2004.10.08	12:00:00	1.25960	1.26470	1.24910	1.25060	2248	0	50
2004.10.08	16:00:00	1.25060	1.25180	1.24680	1.24870	1742	0	50
2004.10.08	20:00:00	1.24860	1.25190	1.24820	1.25030	1075	0	50
2004.10.11	00:00:00	1.24930	1.25120	1.24810	1.25060	1113	0	50
2004.10.11	04:00:00	1.25070	1.25180	1.24980	1.25070	1229	0	50
2004.10.11	08:00:00	1.25070	1.25150	1.24870	1.24940	1561	0	50
2004.10.11	12:00:00	1.24940	1.25160	1.24920	1.25070	1532	0	50
2004.10.11	16:00:00	1.25080	1.25270	1.25000	1.25230	1463	0	50
2004.10.11	20:00:00	1.25260	1.25340	1.24990	1.25070	1154	0	50
2004.10.12	00:00:00	1.25070	1.25390	1.24960	1.25280	1235	0	50
2004.10.12	04:00:00	1.25270	1.25430	1.25210	1.25400	1247	0	50
2004.10.12	08:00:00	1.25400	1.25950	1.25350	1.25890	1822	0	50
2004.10.12	12:00:00	1.25900	1.26080	1.25650	1.25790	1769	0	50
2004.10.12	16:00:00	1.25800	1.25820	1.25580	1.25700	1639	0	50
2004.10.12	20:00:00	1.25720	1.25780	1.25500	1.25590	1681	0	50
2004.10.13	00:00:00	1.25570	1.25800	1.25480	1.25670	1270	0	50
