<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.12.20	1.33952	1.36193	1.31877	1.35336	394499	0	0
2020.12.27	1.35441	1.36863	1.34293	1.36745	331301	0	0
2021.01.03	1.36452	1.37037	1.35326	1.35606	540897	0	0
2021.01.10	1.35402	1.37110	1.34508	1.35820	457032	0	0
2021.01.17	1.35870	1.37462	1.35196	1.36822	385672	0	0
2021.01.24	1.36793	1.37586	1.36099	1.36981	441094	0	0
2021.01.31	1.37029	1.37579	1.35647	1.37363	408346	0	0
2021.02.07	1.37169	1.38659	1.36802	1.38533	373966	0	0
2021.02.14	1.38462	1.40362	1.38296	1.40043	447166	0	0
2021.02.21	1.40092	1.42409	1.38877	1.39270	617996	0	0
2021.02.28	1.39284	1.40165	1.37778	1.38289	540959	0	2
2021.03.07	1.37976	1.40046	1.37976	1.39186	594855	0	0
2021.03.14	1.39165	1.40009	1.38088	1.38628	495479	0	4
2021.03.21	1.38366	1.38763	1.36698	1.37913	396542	0	2
2021.03.28	1.37762	1.38514	1.37057	1.38311	326783	0	2
2021.04.04	1.38104	1.39182	1.36696	1.37020	277634	0	2
2021.04.11	1.37012	1.38404	1.36684	1.38401	253415	0	2
2021.04.18	1.38244	1.40087	1.38092	1.38847	268574	0	0
2021.04.25	1.38690	1.39767	1.38027	1.38128	262147	0	0
2021.05.02	1.38071	1.40057	1.37971	1.39870	284301	0	0
2021.05.09	1.40044	1.41662	1.39941	1.40968	338413	0	0
2021.05.16	1.40942	1.42336	1.40775	1.41507	347587	0	0
2021.05.23	1.41414	1.42193	1.40914	1.41879	394812	0	0
2021.05.30	1.41744	1.42490	1.40832	1.41649	393430	0	0
2021.06.06	1.41534	1.41911	1.40733	1.41130	357476	0	0
2021.06.13	1.40944	1.41327	1.37919	1.37967	393707	0	0
2021.06.20	1.37942	1.40013	1.37864	1.38822	416825	0	0
2021.06.27	1.38692	1.39394	1.37316	1.38325	372457	0	0
2021.07.04	1.38152	1.39005	1.37422	1.38997	430311	0	0
2021.07.11	1.38884	1.39099	1.37604	1.37649	353473	0	0
2021.07.18	1.37622	1.37870	1.35719	1.37463	381462	0	0
2021.07.25	1.37524	1.39832	1.37366	1.39070	321952	0	0
2021.08.01	1.38912	1.39576	1.38613	1.38741	260863	0	0
2021.08.08	1.38692	1.38944	1.37906	1.38699	204320	0	0
2021.08.15	1.38487	1.38782	1.36022	1.36232	214093	0	0
2021.08.22	1.36092	1.37803	1.36076	1.37562	212973	0	0
2021.08.29	1.37510	1.38914	1.37304	1.38576	238134	0	0
2021.09.05	1.38544	1.38884	1.37263	1.38294	257864	0	0
2021.09.12	1.38224	1.39131	1.37265	1.37271	336364	0	0
2021.09.19	1.37252	1.37505	1.36092	1.36709	391368	0	0
2021.09.26	1.36644	1.37287	1.34117	1.35427	441603	0	0
2021.10.03	1.35418	1.36583	1.35316	1.36174	418072	0	0
2021.10.10	1.36144	1.37730	1.35688	1.37440	348525	0	0
2021.10.17	1.37439	1.38346	1.37095	1.37593	369443	0	0
2021.10.24	1.37366	1.38295	1.36683	1.36920	498897	0	0
2021.10.31	1.36807	1.36979	1.34242	1.34953	430443	0	0
2021.11.07	1.34812	1.36071	1.33527	1.34125	398438	0	0
2021.11.14	1.34046	1.35136	1.33956	1.34448	418281	0	0
2021.11.21	1.34384	1.34580	1.32781	1.33275	449074	0	0
2021.11.28	1.33281	1.33703	1.31940	1.32299	442979	0	0
2021.12.05	1.32116	1.32892	1.31602	1.32629	334230	0	0
2021.12.12	1.32496	1.33745	1.31716	1.32360	360564	0	0
2021.12.19	1.32356	1.34379	1.31734	1.33971	284932	0	0
2021.12.26	1.33796	1.35498	1.33796	1.35232	169670	0	0
2022.01.02	1.35256	1.35985	1.34308	1.35903	249699	0	0
2022.01.09	1.35664	1.37489	1.35321	1.36793	268586	0	0
2022.01.16	1.36646	1.36899	1.35457	1.35511	359992	0	0
2022.01.23	1.35446	1.35652	1.33577	1.33941	529860	0	0
2022.01.30	1.33906	1.36281	1.33860	1.35275	483645	0	0
2022.02.06	1.35336	1.36435	1.34906	1.35601	447687	0	0
2022.02.13	1.35435	1.36428	1.34865	1.35923	500086	0	0
2022.02.20	1.35784	1.36386	1.32731	1.34096	582283	0	0
2022.02.27	1.33217	1.34375	1.32022	1.32331	604309	0	0
2022.03.06	1.32129	1.32516	1.30274	1.30363	678216	0	0
2022.03.13	1.30330	1.32109	1.30001	1.31762	531202	0	0
2022.03.20	1.31690	1.32986	1.31200	1.31837	480178	0	0
2022.03.27	1.31706	1.31839	1.30512	1.31108	557599	0	0
2022.04.03	1.30829	1.31666	1.29821	1.30330	455573	0	0
2022.04.10	1.30231	1.31474	1.29729	1.30606	492075	0	0
2022.04.17	1.30445	1.30903	1.28231	1.28379	449722	0	0
2022.04.24	1.28332	1.28428	1.24113	1.25765	588623	0	0
2022.05.01	1.25774	1.26380	1.22757	1.23352	592692	0	0
2022.05.08	1.23475	1.24062	1.21553	1.22586	690695	0	0
2022.05.15	1.22372	1.25249	1.22172	1.24907	615069	0	0
2022.05.22	1.24656	1.26669	1.24629	1.26289	564742	0	0
2022.05.29	1.26081	1.26596	1.24586	1.24854	445705	0	0
2022.06.05	1.24869	1.25996	1.23012	1.23103	480095	0	0
2022.06.12	1.23144	1.24061	1.19335	1.22173	853870	0	0
2022.06.19	1.22096	1.23241	1.21612	1.22714	581054	0	0
2022.06.26	1.22494	1.23324	1.19758	1.20932	644339	0	0
2022.07.03	1.20970	1.21652	1.18757	1.20333	641435	0	0
2022.07.10	1.19989	1.20363	1.17600	1.18632	709603	0	0
2022.07.17	1.18656	1.20638	1.18612	1.20048	696163	0	0
2022.07.24	1.19799	1.22457	1.19600	1.21822	649463	0	0
2022.07.31	1.21574	1.22935	1.20034	1.20730	613690	0	0
2022.08.07	1.20659	1.22771	1.20470	1.21354	512471	0	0
2022.08.14	1.21089	1.21482	1.17920	1.18253	556437	0	0
2022.08.21	1.18104	1.19012	1.17174	1.17380	618710	0	0
2022.08.28	1.17294	1.17607	1.14957	1.15126	722998	0	0
2022.09.04	1.14797	1.16482	1.14050	1.15863	723125	0	0
2022.09.11	1.16355	1.17383	1.13507	1.14230	643178	0	0
2022.09.18	1.14054	1.14608	1.08388	1.08449	700500	0	0
2022.09.25	1.07948	1.12346	1.03528	1.11545	1265433	0	0
2022.10.02	1.11595	1.14960	1.10552	1.10863	1017699	0	0
2022.10.09	1.10798	1.13805	1.09230	1.11781	1171141	0	0
2022.10.16	1.12108	1.14400	1.10607	1.12932	1441787	0	0
2022.10.23	1.13793	1.16451	1.12579	1.16141	1136297	0	0
2022.10.30	1.15858	1.16134	1.11475	1.13734	1143196	0	0
2022.11.06	1.13094	1.18549	1.12904	1.18321	1029292	0	0
2022.11.13	1.17963	1.20296	1.17100	1.18844	1349708	0	0
2022.11.20	1.18914	1.21535	1.17781	1.20913	1037340	0	0
2022.11.27	1.20565	1.23109	1.19002	1.22905	1035264	0	0
2022.12.04	1.22632	1.23441	1.21067	1.22606	596042	0	0
2022.12.11	1.22519	1.24464	1.21196	1.21531	587262	0	0
2022.12.18	1.21376	1.22421	1.19924	1.20478	547839	0	1
2022.12.25	1.20540	1.21259	1.20022	1.20907	328024	0	0
2023.01.01	1.20782	1.20991	1.18414	1.20945	478872	0	0
2023.01.08	1.20770	1.22484	1.20760	1.22351	561091	0	0
2023.01.15	1.22100	1.24359	1.21693	1.23993	556525	0	0
2023.01.22	1.23978	1.24477	1.22630	1.23976	423827	0	0
2023.01.29	1.23897	1.24173	1.20471	1.20506	518850	0	0
2023.02.05	1.20297	1.21937	1.19611	1.20578	783720	0	1
2023.02.12	1.20630	1.22703	1.19149	1.20401	832694	0	0
2023.02.19	1.20227	1.21476	1.19283	1.19392	610071	0	0
2023.02.26	1.19500	1.21431	1.19226	1.20435	603937	0	1
2023.03.05	1.20207	1.21136	1.18030	1.20311	543531	0	0
2023.03.12	1.20868	1.22041	1.20103	1.21761	1097194	0	0
2023.03.19	1.22033	1.23435	1.21670	1.22307	686590	0	0
2023.03.26	1.22265	1.24227	1.22191	1.23308	601978	0	0
2023.04.02	1.23247	1.25253	1.22745	1.24164	532850	0	0
2023.04.09	1.24130	1.25461	1.23443	1.24137	498167	0	0
2023.04.16	1.24022	1.24742	1.23532	1.24436	506224	0	0
2023.04.23	1.24384	1.25838	1.23866	1.25675	571235	0	0
2023.04.30	1.25550	1.26526	1.24357	1.26310	555384	0	1
2023.05.07	1.26290	1.26798	1.24446	1.24481	465888	0	0
2023.05.14	1.24460	1.25465	1.23916	1.24461	442052	0	0
2023.05.21	1.24380	1.24720	1.23079	1.23503	521875	0	0
2023.05.28	1.23325	1.25445	1.23271	1.24500	503321	0	0
2023.06.04	1.24422	1.25903	1.23682	1.25795	501045	0	0
2023.06.11	1.25570	1.28482	1.24868	1.28202	529700	0	1
2023.06.18	1.28175	1.28448	1.26847	1.27143	597927	0	0
2023.06.25	1.27074	1.27594	1.25910	1.26930	693610	0	0
2023.07.02	1.26849	1.28494	1.26583	1.28383	442607	0	0
2023.07.09	1.28256	1.31422	1.27501	1.30979	530401	0	0
2023.07.16	1.30824	1.31256	1.28158	1.28517	508332	0	0
2023.07.23	1.28490	1.29958	1.27629	1.28457	581440	0	0
2023.07.30	1.28328	1.28723	1.26200	1.27443	487713	0	1
2023.08.06	1.27530	1.28188	1.26618	1.26918	435873	0	1
2023.08.13	1.26970	1.27873	1.26164	1.27309	507326	0	0
2023.08.20	1.27330	1.28003	1.25477	1.25768	497512	0	0
2023.08.27	1.25693	1.27463	1.25626	1.25845	477614	0	0
2023.09.03	1.25900	1.26425	1.24454	1.24642	407167	0	0
2023.09.10	1.24628	1.25481	1.23785	1.23809	431341	0	0
2023.09.17	1.23762	1.24250	1.22305	1.22339	363416	0	0
2023.09.24	1.22399	1.22718	1.21103	1.22011	298657	0	0
2023.10.01	1.21791	1.22612	1.20373	1.22346	415696	0	0
2023.10.08	1.22001	1.23375	1.21224	1.21399	626982	0	0
2023.10.15	1.21380	1.22191	1.20899	1.21630	693962	0	0
2023.10.22	1.21540	1.22884	1.20694	1.21166	607922	0	1
2023.10.29	1.21225	1.22004	1.20899	1.21521	227379	0	0
